,hypergraph,two_nest_set,three_nest_set
57,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 6, 8], 'e2': [3, 5, 6, 8], 'e3': [3, 5, 8]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
58,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 6, 8], 'e2': [4, 5, 8], 'e3': [1, 2, 7]}","[[1, 7], [2, 7], [3, 4], [3, 6], [3, 7], [4, 5], [4, 6], [4, 8], [6, 7]]","[[1, 7], [2, 7], [3, 4], [3, 6], [3, 7], [4, 5], [4, 6], [4, 8], [6, 7]]"
59,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [1, 2, 3, 4, 6, 8]}","[[4, 6], [5, 7]]","[[4, 6], [5, 7]]"
60,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [1, 3, 4, 7], 'e3': [4, 5]}","[[2, 6], [2, 8], [4, 5], [6, 8]]","[[2, 6], [2, 8], [4, 5], [6, 8]]"
61,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [1, 3, 5, 8], 'e3': [4, 5]}","[[1, 2], [1, 3], [1, 4], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 6], [2, 7], [2, 8], [3, 4], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 3], [1, 4], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 6], [2, 7], [2, 8], [3, 4], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [6, 7], [6, 8], [7, 8]]"
62,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [2, 5, 6, 7], 'e3': [5, 6, 7]}","[[1, 3], [1, 4], [1, 6], [1, 8], [2, 6], [3, 4], [3, 6], [3, 8], [4, 6], [4, 8], [5, 6], [6, 7], [6, 8]]","[[1, 3], [1, 4], [1, 6], [1, 8], [2, 6], [3, 4], [3, 6], [3, 8], [4, 6], [4, 8], [5, 6], [6, 7], [6, 8]]"
63,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [2, 6, 7], 'e3': [2, 3]}","[[1, 3], [1, 4], [1, 5], [1, 6], [1, 8], [3, 4], [3, 5], [3, 6], [3, 8], [4, 5], [4, 6], [4, 8], [5, 6], [5, 8], [6, 7], [6, 8]]","[[1, 3], [1, 4], [1, 5], [1, 6], [1, 8], [3, 4], [3, 5], [3, 6], [3, 8], [4, 5], [4, 6], [4, 8], [5, 6], [5, 8], [6, 7], [6, 8]]"
64,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7, 8], 'e2': [4, 6]}","[[1, 2], [1, 3], [1, 5], [1, 7], [1, 8], [2, 3], [2, 5], [2, 7], [2, 8], [3, 5], [3, 7], [3, 8], [4, 6], [5, 7], [5, 8], [7, 8]]","[[1, 2], [1, 3], [1, 5], [1, 7], [1, 8], [2, 3], [2, 5], [2, 7], [2, 8], [3, 5], [3, 7], [3, 8], [4, 6], [5, 7], [5, 8], [7, 8]]"
65,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5, 7], 'e2': [4, 6, 8]}","[[1, 2], [1, 3], [1, 5], [1, 7], [2, 3], [2, 5], [2, 7], [3, 5], [3, 7], [4, 6], [4, 8], [5, 7], [6, 8]]","[[1, 2], [1, 3], [1, 5], [1, 7], [2, 3], [2, 5], [2, 7], [3, 5], [3, 7], [4, 6], [4, 8], [5, 7], [6, 8]]"
66,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5], 'e2': [3, 4, 7], 'e3': [4, 6]}","[[1, 2], [1, 5], [1, 8], [2, 5], [2, 8], [4, 6], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 5], [1, 8], [2, 5], [2, 8], [4, 6], [5, 8], [6, 7], [6, 8], [7, 8]]"
67,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 5], 'e2': [4, 5, 7], 'e3': [4, 5]}","[[1, 2], [1, 3], [1, 6], [1, 8], [2, 3], [2, 6], [2, 8], [3, 6], [3, 8], [4, 6], [4, 7], [4, 8], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 3], [1, 6], [1, 8], [2, 3], [2, 6], [2, 8], [3, 6], [3, 8], [4, 6], [4, 7], [4, 8], [6, 7], [6, 8], [7, 8]]"
68,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 7, 8], 'e2': [1, 2, 4], 'e3': [3, 4]}","[[3, 4], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[3, 4], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
69,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 7, 8], 'e2': [1, 3, 5, 7], 'e3': [4, 8]}","[[1, 5], [2, 4], [2, 5], [2, 6], [3, 5], [4, 6], [4, 8], [5, 6], [5, 7]]","[[1, 5], [2, 4], [2, 5], [2, 6], [3, 5], [4, 6], [4, 8], [5, 6], [5, 7]]"
70,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 7, 8], 'e2': [1, 3, 6, 8], 'e3': [3, 4, 5]}","[[1, 2], [1, 6], [1, 7], [1, 8], [2, 6], [2, 7], [2, 8], [4, 5], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 6], [1, 7], [1, 8], [2, 6], [2, 7], [2, 8], [4, 5], [6, 7], [6, 8], [7, 8]]"
71,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 7], 'e2': [4, 5, 8], 'e3': [5, 7]}","[[1, 2], [1, 3], [1, 6], [2, 3], [2, 6], [3, 6], [4, 8]]","[[1, 2], [1, 3], [1, 6], [2, 3], [2, 6], [3, 6], [4, 8]]"
72,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 8], 'e2': [4, 5]}","[[1, 2], [1, 3], [1, 6], [1, 7], [1, 8], [2, 3], [2, 6], [2, 7], [2, 8], [3, 6], [3, 7], [3, 8], [4, 5], [4, 7], [5, 7], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 3], [1, 6], [1, 7], [1, 8], [2, 3], [2, 6], [2, 7], [2, 8], [3, 6], [3, 7], [3, 8], [4, 5], [4, 7], [5, 7], [6, 7], [6, 8], [7, 8]]"
73,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 6, 8], 'e2': [4, 6, 7], 'e3': [1, 2, 7]}","[[3, 5], [3, 8], [4, 5], [5, 8]]","[[3, 5], [3, 8], [4, 5], [5, 8]]"
74,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 7], 'e2': [1, 4, 7], 'e3': [4, 7]}","[[1, 4], [2, 3], [2, 4], [2, 5], [2, 6], [2, 8], [3, 4], [3, 5], [3, 6], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 8], [6, 8]]","[[1, 4], [2, 3], [2, 4], [2, 5], [2, 6], [2, 8], [3, 4], [3, 5], [3, 6], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 8], [6, 8]]"
75,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 8], 'e2': [1, 3, 6, 7]}","[[2, 4], [2, 5], [2, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7]]","[[2, 4], [2, 5], [2, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7]]"
76,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 8], 'e2': [2, 4, 8], 'e3': [2, 4, 5]}","[[1, 3], [1, 6], [1, 7], [3, 6], [3, 7], [4, 5], [5, 6], [5, 7], [6, 7]]","[[1, 3], [1, 6], [1, 7], [3, 6], [3, 7], [4, 5], [5, 6], [5, 7], [6, 7]]"
77,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 3, 8], 'e2': [4, 5, 6, 8], 'e3': [7, 8]}","[[1, 2], [1, 3], [1, 7], [2, 3], [2, 7], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 3], [1, 7], [2, 3], [2, 7], [3, 7], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
78,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7, 8], 'e2': [2, 6, 7], 'e3': [3, 5, 8]}","[[1, 2], [1, 3], [1, 4], [1, 6], [1, 7], [2, 4], [2, 6], [2, 7], [3, 4], [3, 5], [3, 8], [4, 6], [4, 7], [6, 7]]","[[1, 2], [1, 3], [1, 4], [1, 6], [1, 7], [2, 4], [2, 6], [2, 7], [3, 4], [3, 5], [3, 8], [4, 6], [4, 7], [6, 7]]"
79,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7, 8], 'e2': [3, 5]}","[[1, 2], [1, 3], [1, 4], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 6], [4, 7], [4, 8], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 3], [1, 4], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 6], [4, 7], [4, 8], [6, 7], [6, 8], [7, 8]]"
80,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7, 8], 'e2': [5, 6, 7], 'e3': [1, 3, 6]}","[[1, 3], [2, 3], [2, 4], [2, 5], [2, 7], [2, 8], [3, 4], [3, 8], [4, 5], [4, 7], [4, 8], [5, 7], [5, 8], [7, 8]]","[[1, 3], [2, 3], [2, 4], [2, 5], [2, 7], [2, 8], [3, 4], [3, 8], [4, 5], [4, 7], [4, 8], [5, 7], [5, 8], [7, 8]]"
81,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7], 'e2': [2, 4, 5], 'e3': [1, 6]}","[[1, 3], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 7], [4, 8], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 3], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 7], [4, 8], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
82,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7], 'e2': [3, 5, 7, 8], 'e3': [5, 7, 8]}","[[1, 2], [1, 4], [1, 6], [2, 4], [2, 6], [3, 8], [4, 6]]","[[1, 2], [1, 4], [1, 6], [2, 4], [2, 6], [3, 8], [4, 6]]"
83,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 7], 'e2': [3, 6, 7, 8], 'e3': [3, 5, 8]}","[[1, 2], [1, 4], [2, 4]]","[[1, 2], [1, 4], [2, 4]]"
84,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6, 8], 'e2': [1, 2, 4, 6]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
85,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 6], 'e2': [5, 7, 8], 'e3': [1, 3, 7]}","[[2, 4], [2, 6], [4, 6]]","[[2, 4], [2, 6], [4, 6]]"
86,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7, 8], 'e2': [1, 2, 5, 8], 'e3': [3, 6]}","[[1, 2], [1, 4], [1, 5], [1, 7], [1, 8], [2, 4], [2, 5], [2, 7], [2, 8], [3, 6], [4, 5], [4, 7], [4, 8], [5, 7], [5, 8], [7, 8]]","[[1, 2], [1, 4], [1, 5], [1, 7], [1, 8], [2, 4], [2, 5], [2, 7], [2, 8], [3, 6], [4, 5], [4, 7], [4, 8], [5, 7], [5, 8], [7, 8]]"
87,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7, 8], 'e2': [1, 5, 6, 7], 'e3': [4, 8]}","[[1, 6], [2, 3], [2, 4], [2, 6], [2, 8], [3, 4], [3, 6], [3, 8], [4, 8], [5, 6], [6, 7]]","[[1, 6], [2, 3], [2, 4], [2, 6], [2, 8], [3, 4], [3, 6], [3, 8], [4, 8], [5, 6], [6, 7]]"
88,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7, 8], 'e2': [3, 4, 6, 7], 'e3': [7, 8]}","[[1, 2], [1, 5], [1, 8], [2, 5], [2, 8], [3, 6], [5, 8]]","[[1, 2], [1, 5], [1, 8], [2, 5], [2, 8], [3, 6], [5, 8]]"
89,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7, 8], 'e2': [3, 5, 6, 8], 'e3': [5, 8]}","[[1, 2], [1, 4], [1, 7], [2, 4], [2, 7], [3, 6], [4, 7]]","[[1, 2], [1, 4], [1, 7], [2, 4], [2, 7], [3, 6], [4, 7]]"
90,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7, 8], 'e2': [5, 6, 7], 'e3': [3, 5]}","[[1, 2], [1, 3], [1, 4], [1, 6], [1, 8], [2, 3], [2, 4], [2, 6], [2, 8], [3, 4], [3, 6], [3, 8], [4, 6], [4, 8], [6, 7], [6, 8]]","[[1, 2], [1, 3], [1, 4], [1, 6], [1, 8], [2, 3], [2, 4], [2, 6], [2, 8], [3, 4], [3, 6], [3, 8], [4, 6], [4, 8], [6, 7], [6, 8]]"
91,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 7], 'e2': [2, 4, 7]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
92,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5, 8], 'e2': [2, 5, 8], 'e3': [1, 4]}","[[1, 3], [1, 4], [1, 6], [1, 7], [2, 3], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 6], [4, 7], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 3], [1, 4], [1, 6], [1, 7], [2, 3], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 6], [4, 7], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
93,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5], 'e2': [1, 3, 7, 8], 'e3': [5, 6]}","[[2, 4], [2, 6], [3, 7], [3, 8], [4, 6], [5, 6], [7, 8]]","[[2, 4], [2, 6], [3, 7], [3, 8], [4, 6], [5, 6], [7, 8]]"
94,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 5], 'e2': [2, 4, 7], 'e3': [5, 6]}","[[1, 3], [1, 6], [1, 7], [1, 8], [2, 7], [3, 6], [3, 7], [3, 8], [4, 7], [5, 6], [6, 8], [7, 8]]","[[1, 3], [1, 6], [1, 7], [1, 8], [2, 7], [3, 6], [3, 7], [3, 8], [4, 7], [5, 6], [6, 8], [7, 8]]"
95,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 6, 7, 8], 'e2': [1, 2, 4, 6], 'e3': [4, 7, 8]}","[[1, 2], [1, 3], [1, 5], [1, 6], [2, 3], [2, 5], [2, 6], [3, 5], [3, 6], [3, 7], [3, 8], [5, 6], [5, 7], [5, 8], [7, 8]]","[[1, 2], [1, 3], [1, 5], [1, 6], [2, 3], [2, 5], [2, 6], [3, 5], [3, 6], [3, 7], [3, 8], [5, 6], [5, 7], [5, 8], [7, 8]]"
96,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 6, 7, 8], 'e2': [3, 4, 6], 'e3': [1, 3, 7]}","[[2, 5], [2, 8], [5, 8]]","[[2, 5], [2, 8], [5, 8]]"
97,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 6, 7, 8], 'e2': [3, 7, 8]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [5, 6]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 3], [2, 4], [2, 5], [2, 6], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [5, 6]]"
98,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 7, 8], 'e2': [3, 4, 8], 'e3': [3, 5]}","[[1, 2], [1, 6], [1, 7], [2, 6], [2, 7], [3, 5], [5, 6], [6, 7]]","[[1, 2], [1, 6], [1, 7], [2, 6], [2, 7], [3, 5], [5, 6], [6, 7]]"
99,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 7], 'e2': [3, 4, 8], 'e3': [3, 8]}","[[1, 2], [1, 5], [1, 6], [1, 7], [2, 5], [2, 6], [2, 7], [3, 5], [3, 6], [3, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8]]","[[1, 2], [1, 5], [1, 6], [1, 7], [2, 5], [2, 6], [2, 7], [3, 5], [3, 6], [3, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8]]"
100,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 7], 'e2': [4, 5, 7], 'e3': [1, 2, 5]}","[[3, 6], [3, 8], [6, 8]]","[[3, 6], [3, 8], [6, 8]]"
101,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 8], 'e2': [1, 2, 3, 4], 'e3': [1, 4]}","[[1, 3], [1, 8], [2, 3], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 3], [1, 8], [2, 3], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
102,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4, 8], 'e2': [1, 2, 4], 'e3': [1, 5, 8]}","[[2, 3], [2, 4], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 6], [4, 7], [5, 6], [5, 7], [5, 8], [6, 7]]","[[2, 3], [2, 4], [2, 6], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [4, 6], [4, 7], [5, 6], [5, 7], [5, 8], [6, 7]]"
103,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 4], 'e2': [1, 2, 7], 'e3': [1, 5, 6]}","[[2, 4], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 7], [4, 8], [5, 6], [5, 8], [6, 8], [7, 8]]","[[2, 4], [2, 7], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 7], [4, 8], [5, 6], [5, 8], [6, 8], [7, 8]]"
104,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 7, 8], 'e2': [1, 5, 8]}","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
105,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 7, 8], 'e2': [2, 3]}","[[1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 3], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [2, 3], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
106,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 7, 8], 'e2': [2, 4, 6], 'e3': [2, 6, 7]}","[[1, 3], [1, 4], [1, 5], [1, 7], [1, 8], [2, 4], [3, 4], [3, 5], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 7], [5, 8], [7, 8]]","[[1, 3], [1, 4], [1, 5], [1, 7], [1, 8], [2, 4], [3, 4], [3, 5], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 7], [5, 8], [7, 8]]"
107,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 7, 8], 'e2': [3, 4, 8]}","[[1, 2], [1, 5], [1, 6], [1, 7], [2, 5], [2, 6], [2, 7], [3, 4], [5, 6], [5, 7], [6, 7]]","[[1, 2], [1, 5], [1, 6], [1, 7], [2, 5], [2, 6], [2, 7], [3, 4], [5, 6], [5, 7], [6, 7]]"
108,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 7, 8], 'e2': [3, 5, 8], 'e3': [3, 4, 8]}","[[1, 2], [1, 6], [1, 7], [2, 6], [2, 7], [3, 4], [6, 7]]","[[1, 2], [1, 6], [1, 7], [2, 6], [2, 7], [3, 4], [6, 7]]"
109,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6, 8], 'e2': [3, 4, 7], 'e3': [2, 5, 8]}","[[1, 2], [1, 5], [1, 6], [1, 8], [2, 5], [2, 6], [2, 8], [3, 4], [3, 7], [4, 7], [5, 6], [5, 8], [6, 8]]","[[1, 2], [1, 5], [1, 6], [1, 8], [2, 5], [2, 6], [2, 8], [3, 4], [3, 7], [4, 7], [5, 6], [5, 8], [6, 8]]"
110,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6], 'e2': [1, 7]}","[[1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]","[[1, 7], [2, 3], [2, 4], [2, 5], [2, 6], [2, 7], [2, 8], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [4, 8], [5, 6], [5, 7], [5, 8], [6, 7], [6, 8], [7, 8]]"
111,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 6], 'e2': [3, 4, 7]}","[[1, 2], [1, 5], [1, 6], [1, 8], [2, 5], [2, 6], [2, 8], [3, 4], [3, 7], [3, 8], [4, 7], [4, 8], [5, 6], [5, 8], [6, 8], [7, 8]]","[[1, 2], [1, 5], [1, 6], [1, 8], [2, 5], [2, 6], [2, 8], [3, 4], [3, 7], [3, 8], [4, 7], [4, 8], [5, 6], [5, 8], [6, 8], [7, 8]]"
112,"{'e0': [1, 2, 3, 4, 5, 6, 7, 8], 'e1': [1, 2, 5, 7, 8], 'e2': [1, 2, 3, 8]}","[[1, 3], [2, 3], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]","[[1, 3], [2, 3], [3, 4], [3, 5], [3, 6], [3, 7], [3, 8], [4, 5], [4, 6], [4, 7], [5, 6], [5, 7], [6, 7]]"
